CustomerKey,Frequency_x,Recency_x,Monetary_x,R_score_x,F_score_x,M_score_x,RFM_score_x,Title,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,EnglishOccupation,HouseOwnerFlag,DateFirstPurchase,CommuteDistance,Frequency_y,Recency_y,Monetary_y,R_score_y,F_score_y,M_score_y,RFM_score_y,Segment
21946,4,411,5125.78275,4,3,5,12,,Michele,Deng,1993-05-18 11:31:12,Married,Female,michele1@adventure-works.com,99000.00000000001,2,0,Bachelors,Professional,Y,2022-03-08,1-2 Miles,4,411,5125.78275,4,3,5,12,Most valuable
21947,3,422,5096.14875,4,2,5,11,,Diane,Romero,1994-04-07 02:52:48,Married,Female,diane14@adventure-works.com,99000.00000000001,2,0,Bachelors,Professional,Y,2022-03-22,0-1 Miles,3,422,5096.14875,4,2,5,11,Big Spenders
21948,2,424,5375.37,4,1,5,10,,Ann,Madan,1993-09-10 07:40:48,Married,Female,ann13@adventure-works.com,110000.00000000001,1,0,Graduate Degree,Management,Y,2022-03-02,0-1 Miles,2,424,5375.37,4,1,5,10,Big Spenders
21949,3,402,5125.89275,5,2,5,12,,Clayton,Chavez,2000-08-07 07:40:48,Single,Male,clayton33@adventure-works.com,110000.00000000001,1,0,Graduate Degree,Management,N,2022-03-23,0-1 Miles,3,402,5125.89275,5,2,5,12,Big Spenders
21950,4,401,5390.748,5,3,5,13,,Armando,Hernandez,1993-09-02 04:48:00,Single,Male,armando4@adventure-works.com,110000.00000000001,1,0,Graduate Degree,Management,Y,2022-03-12,0-1 Miles,4,401,5390.748,5,3,5,13,Most valuable
21951,4,413,5415.619,4,3,5,12,,Orlando,Hernandez,2001-12-14 11:31:12,Single,Male,orlando4@adventure-works.com,88000.0,4,4,Graduate Degree,Management,Y,2022-03-06,0-1 Miles,4,413,5415.619,4,3,5,12,Most valuable
21952,4,583,109.417,2,3,3,8,,Latasha,Vazquez,1992-10-20 12:28:48,Single,Female,latasha14@adventure-works.com,77000.0,5,5,Bachelors,Professional,Y,2023-05-27,10+ Miles,4,583,109.417,2,3,3,8,Others
21953,1,620,38.5,2,1,1,4,,Marvin,Vazquez,1991-09-10 12:28:48,Married,Male,marvin15@adventure-works.com,77000.0,5,5,Bachelors,Professional,N,2023-04-20,10+ Miles,1,620,38.5,2,1,1,4,At Risk
21954,1,366,38.5,5,1,1,7,,Yolanda,Andersen,1997-11-17 04:48:00,Single,Female,yolanda12@adventure-works.com,77000.0,5,5,Bachelors,Professional,Y,2023-12-30,10+ Miles,1,366,38.5,5,1,1,7,New Customers
21955,4,405,5390.748,5,3,5,13,,Jenny,Ferrier,1994-02-10 10:33:36,Single,Female,jenny45@adventure-works.com,121000.00000000001,1,0,Graduate Degree,Management,Y,2022-03-14,5-10 Miles,4,405,5390.748,5,3,5,13,Most valuable
21956,3,418,5096.14875,4,2,5,11,,Jay,Kapoor,1994-04-15 05:45:36,Single,Male,jay7@adventure-works.com,132000.0,1,0,Graduate Degree,Management,N,2022-03-11,1-2 Miles,3,418,5096.14875,4,2,5,11,Big Spenders
21957,3,399,5411.23,5,2,5,12,,Kathryn,Shen,1993-10-22 01:55:12,Married,Female,kathryn2@adventure-works.com,132000.0,1,0,Graduate Degree,Management,Y,2022-03-07,2-5 Miles,3,399,5411.23,5,2,5,12,Big Spenders
21958,5,405,5166.14175,5,4,5,14,,Mallory,Blanco,1994-04-18 17:16:48,Single,Female,mallory2@adventure-works.com,143000.0,1,0,Graduate Degree,Management,N,2022-03-23,0-1 Miles,5,405,5166.14175,5,4,5,14,Most valuable
21959,5,418,5172.63175,4,4,5,13,,Jimmy,Dominguez,1993-12-29 12:28:48,Married,Male,jimmy16@adventure-works.com,143000.0,1,0,Graduate Degree,Management,Y,2022-03-15,2-5 Miles,5,418,5172.63175,4,4,5,13,Most valuable
21960,2,475,43.989000000000004,3,1,2,6,,Dawn,Liu,1991-03-15 21:07:12,Married,Female,dawn5@adventure-works.com,77000.0,5,5,Bachelors,Professional,N,2023-09-12,10+ Miles,2,475,43.989000000000004,3,1,2,6,At Risk
21961,3,670,46.508,1,2,2,5,,Chelsea,Garcia,1997-10-08 18:14:24,Married,Female,chelsea16@adventure-works.com,77000.0,5,5,Bachelors,Professional,Y,2023-03-01,10+ Miles,3,670,46.508,1,2,2,5,At Risk
21962,1,673,38.5,1,1,1,3,,Kristi,Smith,1991-06-07 09:36:00,Single,Female,kristi25@adventure-works.com,88000.0,5,5,Graduate Degree,Management,Y,2023-02-26,0-1 Miles,1,673,38.5,1,1,1,3,Churned Customer
21963,2,606,43.989000000000004,2,1,2,5,,Jacquelyn,Serrano,1998-03-02 18:14:24,Married,Female,jacquelyn17@adventure-works.com,88000.0,5,5,Graduate Degree,Management,Y,2023-05-04,0-1 Miles,2,606,43.989000000000004,2,1,2,5,At Risk
21964,3,466,113.83900000000001,4,2,3,9,,Devon,Nara,1991-09-24 10:33:36,Married,Male,devon14@adventure-works.com,88000.0,5,5,Graduate Degree,Management,Y,2023-09-21,0-1 Miles,3,466,113.83900000000001,4,2,3,9,Others
21965,4,410,109.417,5,3,3,11,,Bethany,Raheem,1990-08-21 09:36:00,Married,Female,bethany21@adventure-works.com,88000.0,5,5,Bachelors,Professional,Y,2023-11-16,0-1 Miles,4,410,109.417,5,3,3,11,Others
21966,3,401,5125.89275,5,2,5,12,,Ross,Sai,1990-11-03 15:21:36,Married,Male,ross5@adventure-works.com,99000.00000000001,2,0,Bachelors,Professional,Y,2022-04-16,2-5 Miles,3,401,5125.89275,5,2,5,12,Big Spenders
21967,4,397,136.35600000000002,5,3,3,11,,Charles,Sanders,1989-01-16 01:55:12,Married,Male,charles50@adventure-works.com,66000.0,2,2,Bachelors,Professional,Y,2023-11-29,2-5 Miles,4,397,136.35600000000002,5,3,3,11,Others
21968,5,405,5195.17075,5,4,5,14,,Jaime,Deng,1992-11-23 03:50:24,Single,Male,jaime25@adventure-works.com,77000.0,0,0,Bachelors,Professional,N,2022-04-10,0-1 Miles,5,405,5195.17075,5,4,5,14,Most valuable
21969,7,400,5235.41975,5,4,5,14,,Latoya,Deng,1992-06-23 00:57:36,Single,Female,latoya1@adventure-works.com,77000.0,0,0,Bachelors,Professional,N,2022-04-26,0-1 Miles,7,400,5235.41975,5,4,5,14,Most valuable
21970,2,412,35.508,4,1,1,6,,Jada,Rivera,2006-11-08 08:38:24,Single,Female,jada8@adventure-works.com,66000.0,3,3,Bachelors,Professional,Y,2023-11-14,5-10 Miles,2,412,35.508,4,1,1,6,Others
21971,2,538,35.508,3,1,1,5,,Warren,Shan,1988-01-10 21:07:12,Married,Male,warren41@adventure-works.com,66000.0,4,4,Bachelors,Professional,Y,2023-07-11,5-10 Miles,2,538,35.508,3,1,1,5,At Risk
21972,3,583,44.25300000000001,2,2,2,6,,Mandy,She,1994-10-25 23:02:24,Married,Female,mandy24@adventure-works.com,66000.0,4,4,Bachelors,Professional,N,2023-05-27,0-1 Miles,3,583,44.25300000000001,2,2,2,6,At Risk
21973,2,401,62.667,5,1,2,8,,Janet,Vazquez,1987-09-18 00:57:36,Married,Female,janet20@adventure-works.com,66000.0,4,4,Bachelors,Professional,N,2023-11-25,10+ Miles,2,401,62.667,5,1,2,8,New Customers
21974,5,407,5417.687,5,4,5,14,,Whitney,Suri,2006-10-23 02:52:48,Single,Female,whitney0@adventure-works.com,77000.0,0,0,Bachelors,Professional,Y,2022-04-27,5-10 Miles,5,407,5417.687,5,4,5,14,Most valuable
21975,2,369,94.028,5,1,2,8,,Alfredo,Ruiz,1992-10-18 04:48:00,Married,Male,alfredo3@adventure-works.com,66000.0,5,5,Bachelors,Professional,Y,2023-12-27,5-10 Miles,2,369,94.028,5,1,2,8,New Customers
21976,3,441,4618.1630000000005,4,2,5,11,,Jacqueline,Torres,1986-12-26 09:36:00,Single,Female,jacqueline28@adventure-works.com,66000.0,3,2,Bachelors,Professional,N,2022-03-31,0-1 Miles,3,441,4618.1630000000005,4,2,5,11,Big Spenders
21977,3,569,82.47800000000001,2,2,2,6,,Phillip,Malhotra,1987-01-18 14:24:00,Single,Male,phillip5@adventure-works.com,77000.0,0,0,Bachelors,Professional,N,2023-06-10,5-10 Miles,3,569,82.47800000000001,2,2,2,6,At Risk
21978,2,619,41.019,2,1,1,4,,Tracy,Deng,1991-04-05 18:14:24,Married,Female,tracy3@adventure-works.com,99000.00000000001,4,4,Bachelors,Professional,Y,2023-04-21,0-1 Miles,2,619,41.019,2,1,1,4,At Risk
21979,3,452,4330.19675,4,2,5,11,,Philip,Gutierrez,1992-06-11 10:33:36,Married,Male,philip11@adventure-works.com,66000.0,1,0,Bachelors,Professional,Y,2022-04-08,5-10 Miles,3,452,4330.19675,4,2,5,11,Big Spenders
21980,6,437,4768.071,4,4,5,13,,Beth,Moreno,1984-11-21 23:02:24,Single,Female,beth9@adventure-works.com,66000.0,1,0,Bachelors,Professional,Y,2022-04-04,5-10 Miles,6,437,4768.071,4,4,5,13,Most valuable
21981,2,417,83.56700000000001,4,1,2,7,,Isabella,Henderson,1990-10-13 18:14:24,Married,Female,isabella16@adventure-works.com,66000.0,1,0,Bachelors,Professional,Y,2023-11-09,5-10 Miles,2,417,83.56700000000001,4,1,2,7,Others
21982,2,446,4270.80775,4,1,5,10,,Deborah,Lal,1984-04-07 10:33:36,Married,Female,deborah13@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-04-24,0-1 Miles,2,446,4270.80775,4,1,5,10,Big Spenders
21983,2,416,4558.774,4,1,5,10,,Glenn,Liang,1984-05-06 10:33:36,Married,Male,glenn18@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-03-31,0-1 Miles,2,416,4558.774,4,1,5,10,Big Spenders
21984,5,425,4593.171,4,4,5,13,,Kristy,Suarez,1989-06-17 00:57:36,Single,Female,kristy17@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-04-11,5-10 Miles,5,425,4593.171,4,4,5,13,Most valuable
21985,3,417,4330.19675,4,2,5,11,,Eddie,Torres,1983-11-04 00:00:00,Married,Male,eddie12@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-04-03,5-10 Miles,3,417,4330.19675,4,2,5,11,Big Spenders
21986,2,413,4270.80775,4,1,5,10,,Kristi,Chapman,1983-06-12 00:00:00,Single,Female,kristi18@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-04-08,5-10 Miles,2,413,4270.80775,4,1,5,10,Big Spenders
21987,4,419,5102.78175,4,3,5,12,,Theodore,Dominguez,1989-10-20 07:40:48,Single,Male,theodore13@adventure-works.com,77000.0,0,0,Bachelors,Professional,Y,2022-04-26,5-10 Miles,4,419,5102.78175,4,3,5,12,Most valuable
21988,1,405,38.5,5,1,1,7,,Alisha,Zhao,1989-01-09 02:52:48,Married,Female,alisha10@adventure-works.com,88000.0,5,5,Bachelors,Professional,Y,2023-11-21,0-1 Miles,1,405,38.5,5,1,1,7,New Customers
21989,1,646,38.5,1,1,1,3,,Erik,Jimenez,1989-01-07 23:02:24,Married,Male,erik7@adventure-works.com,88000.0,5,5,Bachelors,Professional,Y,2023-03-25,1-2 Miles,1,646,38.5,1,1,1,3,Churned Customer
21990,4,635,109.417,1,3,3,7,,Alejandro,Rai,1995-05-04 04:48:00,Single,Male,alejandro42@adventure-works.com,88000.0,5,5,Bachelors,Professional,Y,2023-04-05,1-2 Miles,4,635,109.417,1,3,3,7,Others
21991,5,344,133.595,5,4,3,12,,Teresa,Gill,1989-05-07 10:33:36,Married,Female,teresa14@adventure-works.com,88000.0,5,5,Bachelors,Professional,N,2024-01-21,0-1 Miles,5,344,133.595,5,4,3,12,Loyal
21992,5,369,202.686,5,4,3,12,,Alejandro,Zhang,1989-06-27 11:31:12,Single,Male,alejandro2@adventure-works.com,88000.0,5,5,Bachelors,Professional,Y,2023-12-27,1-2 Miles,5,369,202.686,5,4,3,12,Loyal
21993,3,664,82.47800000000001,1,2,2,5,,Craig,Sanz,2001-02-25 03:50:24,Married,Male,craig19@adventure-works.com,77000.0,0,0,Bachelors,Professional,N,2023-03-07,0-1 Miles,3,664,82.47800000000001,1,2,2,5,At Risk
21994,3,406,5125.89275,5,2,5,12,,Natasha,Ruiz,1981-12-30 00:57:36,Single,Female,natasha2@adventure-works.com,99000.00000000001,1,0,Bachelors,Professional,Y,2022-03-31,2-5 Miles,3,406,5125.89275,5,2,5,12,Big Spenders
21995,2,502,41.019,3,1,1,5,,Kathryn,Raji,1985-07-03 20:09:36,Single,Female,kathryn19@adventure-works.com,77000.0,5,4,Partial College,Skilled Manual,Y,2023-08-16,5-10 Miles,2,502,41.019,3,1,1,5,At Risk
21996,5,407,4341.17475,5,4,5,14,,Amy,Gao,1985-02-11 03:50:24,Married,Female,amy21@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-04-13,0-1 Miles,5,407,4341.17475,5,4,5,14,Most valuable
21997,2,424,43.989000000000004,4,1,2,7,,Dennis,Xu,1980-11-02 19:12:00,Married,Male,dennis13@adventure-works.com,88000.0,5,4,Bachelors,Professional,Y,2023-11-02,1-2 Miles,2,424,43.989000000000004,4,1,2,7,Others
21998,2,536,62.678,3,1,2,6,,Erik,Hernandez,1981-08-07 00:57:36,Married,Male,erik5@adventure-works.com,99000.00000000001,2,0,Bachelors,Professional,Y,2023-07-13,5-10 Miles,2,536,62.678,3,1,2,6,At Risk
21999,3,429,5413.8589999999995,4,2,5,11,,Julia,Barnes,1987-05-28 12:28:48,Married,Female,julia69@adventure-works.com,99000.00000000001,2,0,Bachelors,Management,N,2022-04-21,2-5 Miles,3,429,5413.8589999999995,4,2,5,11,Big Spenders
22000,5,425,5130.1717499999995,4,4,5,13,,Cynthia,Chandra,1987-10-15 21:07:12,Married,Female,cynthia6@adventure-works.com,110000.00000000001,4,0,Bachelors,Management,Y,2022-04-09,0-1 Miles,5,425,5130.1717499999995,4,4,5,13,Most valuable
22001,3,607,82.47800000000001,2,2,2,6,,Gregory,Chander,1980-05-19 18:14:24,Single,Male,gregory19@adventure-works.com,77000.0,1,0,Partial College,Skilled Manual,Y,2023-05-03,5-10 Miles,3,607,82.47800000000001,2,2,2,6,At Risk
22002,2,490,86.878,3,1,2,6,,Kristen,Chen,1955-10-12 05:45:36,Married,Female,kristen2@adventure-works.com,33000.0,2,0,Partial College,Clerical,N,2023-08-28,0-1 Miles,2,490,86.878,3,1,2,6,At Risk
22003,2,543,62.667,3,1,2,6,,Jill,Navarro,1955-11-02 02:52:48,Married,Female,jill17@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2023-07-06,5-10 Miles,2,543,62.667,3,1,2,6,At Risk
22004,3,429,4309.29675,4,2,5,11,,Meghan,Ortega,1983-08-27 13:26:24,Married,Female,meghan21@adventure-works.com,66000.0,1,0,Partial College,Skilled Manual,Y,2022-04-08,5-10 Miles,3,429,4309.29675,4,2,5,11,Big Spenders
22005,4,370,149.006,5,3,3,11,,Pamela,Mehta,1983-02-16 00:00:00,Married,Female,pamela17@adventure-works.com,77000.0,5,4,Partial College,Skilled Manual,N,2023-12-26,5-10 Miles,4,370,149.006,5,3,3,11,Others
22006,3,654,46.508,1,2,2,5,,Jon,Nara,1983-06-22 10:33:36,Married,Male,jon13@adventure-works.com,77000.0,5,4,Partial College,Skilled Manual,Y,2023-03-17,5-10 Miles,3,654,46.508,1,2,2,5,At Risk
22007,2,387,49.47800000000001,5,1,2,8,,Kaylee,Hernandez,2002-04-21 01:55:12,Single,Female,kaylee41@adventure-works.com,33000.0,0,0,High School,Skilled Manual,N,2023-12-09,5-10 Miles,2,387,49.47800000000001,5,1,2,8,New Customers
22008,5,388,4555.353,5,4,5,14,,Alisha,Ye,2000-08-21 05:45:36,Single,Female,alisha9@adventure-works.com,44000.0,0,0,High School,Skilled Manual,N,2021-02-17,0-1 Miles,5,388,4555.353,5,4,5,14,Most valuable
22009,1,654,10.989,1,1,1,3,,Ross,Alvarez,2000-06-14 23:02:24,Single,Male,ross25@adventure-works.com,44000.0,0,0,High School,Skilled Manual,Y,2023-03-17,5-10 Miles,1,654,10.989,1,1,1,3,Churned Customer
22010,3,430,54.967000000000006,4,2,2,8,,Henry,Lopez,2000-12-10 14:24:00,Single,Male,henry18@adventure-works.com,44000.0,0,0,High School,Skilled Manual,Y,2023-10-27,5-10 Miles,3,430,54.967000000000006,4,2,2,8,Others
22011,3,398,75.86700000000002,5,2,2,9,,Richard,Patterson,2007-02-19 14:24:00,Single,Male,richard65@adventure-works.com,33000.0,0,0,High School,Skilled Manual,N,2023-11-28,0-1 Miles,3,398,75.86700000000002,5,2,2,9,New Customers
22012,2,550,16.478,2,1,1,4,,Regina,Malhotra,2006-09-10 04:48:00,Single,Female,regina4@adventure-works.com,33000.0,0,0,High School,Skilled Manual,N,2023-06-29,0-1 Miles,2,550,16.478,2,1,1,4,At Risk
22013,3,383,622.017,5,2,3,10,,Marcus,Jenkins,2007-02-05 16:19:12,Single,Male,marcus56@adventure-works.com,33000.0,0,0,High School,Skilled Manual,N,2023-12-13,0-1 Miles,3,383,622.017,5,2,3,10,New Customers
22014,6,358,88.22000000000001,5,4,2,11,,Jose,Gonzales,2006-07-28 02:52:48,Single,Male,jose11@adventure-works.com,33000.0,0,0,High School,Skilled Manual,Y,2023-06-10,5-10 Miles,6,358,88.22000000000001,5,4,2,11,Loyal
22015,1,542,5.489000000000001,3,1,1,5,,Mary,Turner,2007-01-16 23:02:24,Married,Female,mary18@adventure-works.com,33000.0,0,0,High School,Skilled Manual,Y,2023-07-07,5-10 Miles,1,542,5.489000000000001,3,1,1,5,At Risk
22016,2,372,632.4780000000001,5,1,3,9,,Terrence,Andersen,2007-01-25 01:55:12,Single,Male,terrence13@adventure-works.com,33000.0,0,0,Partial High School,Clerical,N,2023-12-24,0-1 Miles,2,372,632.4780000000001,5,1,3,9,New Customers
22017,1,575,76.989,2,1,2,5,,Sharon,She,1957-05-03 19:12:00,Married,Female,sharon6@adventure-works.com,33000.0,2,0,Partial College,Clerical,N,2023-06-04,5-10 Miles,1,575,76.989,2,1,2,5,At Risk
22018,2,568,84.667,2,1,2,5,,Todd,Sun,1956-08-28 13:26:24,Married,Male,todd12@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2023-06-11,0-1 Miles,2,568,84.667,2,1,2,5,At Risk
22019,2,673,8.008000000000001,1,1,1,3,,Rachel,Bryant,2003-12-24 13:26:24,Married,Female,rachel66@adventure-works.com,44000.0,0,0,High School,Skilled Manual,N,2023-02-26,0-1 Miles,2,673,8.008000000000001,1,1,1,3,Churned Customer
22020,2,462,62.667,4,1,2,7,,Jaime,Shan,1957-10-01 14:24:00,Married,Male,jaime32@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2023-09-25,5-10 Miles,2,462,62.667,4,1,2,7,Others
22021,3,425,26.367000000000004,4,2,1,7,,Ethan,White,2003-06-26 14:24:00,Single,Male,ethan46@adventure-works.com,33000.0,0,0,Partial High School,Clerical,N,2023-11-01,5-10 Miles,3,425,26.367000000000004,4,2,1,7,Others
22022,3,415,54.967000000000006,4,2,2,8,,Christopher,Davis,2003-08-17 19:12:00,Single,Male,christopher5@adventure-works.com,33000.0,0,0,Partial High School,Clerical,N,2023-11-11,5-10 Miles,3,415,54.967000000000006,4,2,2,8,Others
22023,4,652,86.85600000000001,1,3,2,6,,Rafael,Chen,2003-01-12 21:07:12,Single,Male,rafael2@adventure-works.com,33000.0,0,0,Partial High School,Clerical,N,2023-03-19,0-1 Miles,4,652,86.85600000000001,1,3,2,6,Others
22024,3,608,26.367000000000004,2,2,1,5,,Samuel,Chen,2002-10-13 05:45:36,Single,Male,samuel24@adventure-works.com,44000.0,0,0,High School,Skilled Manual,Y,2023-05-02,5-10 Miles,3,608,26.367000000000004,2,2,1,5,At Risk
22025,2,542,16.478,3,1,1,5,,Riley,Peterson,2003-02-23 15:21:36,Single,Female,riley24@adventure-works.com,44000.0,0,0,High School,Skilled Manual,N,2023-07-07,0-1 Miles,2,542,16.478,3,1,1,5,At Risk
22026,2,490,43.97800000000001,3,1,1,5,,Bridget,Kennedy,2005-04-10 20:09:36,Married,Female,bridget10@adventure-works.com,33000.0,0,0,Partial High School,Clerical,N,2023-08-28,0-1 Miles,2,490,43.97800000000001,3,1,1,5,At Risk
22027,2,600,65.97800000000001,2,1,2,5,,Franklin,Luo,2005-06-18 06:43:12,Single,Male,franklin24@adventure-works.com,33000.0,0,0,Partial High School,Clerical,N,2023-05-10,5-10 Miles,2,600,65.97800000000001,2,1,2,5,At Risk
22028,1,698,76.989,1,1,2,4,,Jodi,Shen,1959-08-08 21:07:12,Married,Female,jodi2@adventure-works.com,33000.0,2,0,Partial College,Clerical,N,2023-02-01,5-10 Miles,1,698,76.989,1,1,2,4,At Risk
22029,2,384,34.067,5,1,1,7,,Laura,Gao,1959-07-17 20:09:36,Married,Female,laura20@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2023-12-12,5-10 Miles,2,384,34.067,5,1,1,7,New Customers
22030,2,400,4558.774,5,1,5,11,,Barbara,Shen,1960-03-07 00:00:00,Married,Female,barbara33@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2022-04-18,5-10 Miles,2,400,4558.774,5,1,5,11,Big Spenders
22031,4,407,4286.185750000001,5,3,5,13,,Jorge,Cai,1960-06-10 02:52:48,Married,Male,jorge24@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2022-04-12,0-1 Miles,4,407,4286.185750000001,5,3,5,13,Most valuable
22032,2,426,4270.80775,4,1,5,10,,Ivan,Fernandez,1962-11-09 21:07:12,Married,Male,ivan12@adventure-works.com,44000.0,2,0,Bachelors,Management,Y,2022-04-05,0-1 Miles,2,426,4270.80775,4,1,5,10,Big Spenders
22033,3,413,4309.29675,4,2,5,11,,Marshall,Zhao,1962-07-31 23:02:24,Single,Male,marshall9@adventure-works.com,55000.00000000001,2,0,Graduate Degree,Management,Y,2022-04-10,5-10 Miles,3,413,4309.29675,4,2,5,11,Big Spenders
22034,2,641,16.478,1,1,1,3,,Seth,Clark,2001-10-14 00:00:00,Married,Male,seth18@adventure-works.com,44000.0,0,0,Partial College,Skilled Manual,Y,2023-03-30,5-10 Miles,2,641,16.478,1,1,1,3,Churned Customer
22035,3,641,76.96700000000001,1,2,2,5,,Ryan,Wilson,2002-06-26 04:48:00,Married,Male,ryan46@adventure-works.com,44000.0,0,0,Partial College,Skilled Manual,Y,2023-03-30,5-10 Miles,3,641,76.96700000000001,1,2,2,5,At Risk
22036,2,381,1271.0280000000002,5,1,3,9,,Gabriella,Hall,2001-04-18 08:38:24,Single,Female,gabriella45@adventure-works.com,44000.0,0,0,High School,Skilled Manual,N,2023-12-15,1-2 Miles,2,381,1271.0280000000002,5,1,3,9,New Customers
22037,4,474,49.742000000000004,3,3,2,8,,Angela,Gonzales,2000-10-22 21:07:12,Married,Female,angela20@adventure-works.com,44000.0,0,0,High School,Skilled Manual,N,2023-09-13,1-2 Miles,4,474,49.742000000000004,3,3,2,8,Others
22038,5,696,93.44500000000002,1,4,2,7,,Isabella,Jackson,2005-09-12 02:52:48,Single,Female,isabella67@adventure-works.com,55000.00000000001,0,0,Partial College,Skilled Manual,Y,2023-02-03,5-10 Miles,5,696,93.44500000000002,1,4,2,7,Others
22039,2,384,38.47800000000001,5,1,1,7,,Marissa,Simmons,1999-05-29 03:50:24,Single,Female,marissa12@adventure-works.com,55000.00000000001,0,0,Partial College,Skilled Manual,Y,2023-12-12,5-10 Miles,2,384,38.47800000000001,5,1,1,7,New Customers
22040,3,595,40.99700000000001,2,2,1,5,,Devin,Brown,2000-02-01 09:36:00,Married,Male,devin4@adventure-works.com,55000.00000000001,0,0,Partial College,Skilled Manual,N,2023-05-15,1-2 Miles,3,595,40.99700000000001,2,2,1,5,At Risk
22041,5,375,4583.953,5,4,5,14,,Paige,Morris,1998-05-26 10:33:36,Single,Female,paige43@adventure-works.com,66000.0,0,0,Partial College,Skilled Manual,N,2021-01-27,5-10 Miles,5,375,4583.953,5,4,5,14,Most valuable
22042,1,654,593.989,1,1,3,5,,Abigail,Bryant,2003-12-18 18:14:24,Married,Female,abigail43@adventure-works.com,77000.0,0,0,Partial College,Skilled Manual,Y,2023-03-17,5-10 Miles,1,654,593.989,1,1,3,5,At Risk
22043,4,635,647.856,1,3,3,7,,Trinity,Cox,1997-07-24 04:48:00,Single,Female,trinity10@adventure-works.com,77000.0,0,0,Partial College,Skilled Manual,N,2023-04-05,0-1 Miles,4,635,647.856,1,3,3,7,Others
22044,4,630,668.7560000000001,1,3,3,7,,Connor,Young,2003-08-28 05:45:36,Single,Male,connor46@adventure-works.com,88000.0,0,0,Bachelors,Management,N,2023-04-10,0-1 Miles,4,630,668.7560000000001,1,3,3,7,Others
22045,4,628,618.1120000000001,1,3,3,7,,Cameron,Chen,1998-12-27 00:57:36,Single,Male,cameron21@adventure-works.com,88000.0,0,0,Bachelors,Management,N,2023-04-12,0-1 Miles,4,628,618.1120000000001,1,3,3,7,Others
22046,3,636,620.147,1,2,3,6,,Jasmine,Sanders,2005-02-13 00:00:00,Single,Female,jasmine40@adventure-works.com,88000.0,0,0,Bachelors,Management,N,2023-04-04,0-1 Miles,3,636,620.147,1,2,3,6,At Risk
22047,3,468,26.367000000000004,4,2,1,7,,David,Gonzales,1999-09-11 17:16:48,Married,Male,david50@adventure-works.com,99000.00000000001,4,4,Bachelors,Management,Y,2023-09-19,1-2 Miles,3,468,26.367000000000004,4,2,1,7,Others
22048,2,632,603.878,1,1,3,5,,Grace,Washington,1991-05-27 23:02:24,Married,Female,grace61@adventure-works.com,110000.00000000001,1,0,Bachelors,Management,Y,2023-04-08,1-2 Miles,2,632,603.878,1,1,3,5,At Risk
22049,2,606,16.478,2,1,1,4,,Allen,Patel,1997-10-28 11:31:12,Single,Male,allen3@adventure-works.com,143000.0,0,0,Graduate Degree,Management,N,2023-05-04,10+ Miles,2,606,16.478,2,1,1,4,At Risk
22050,5,564,4576.5830000000005,2,4,5,11,,Richard,Bailey,1992-05-12 06:43:12,Single,Male,richard97@adventure-works.com,99000.00000000001,4,4,Bachelors,Management,Y,2021-02-25,1-2 Miles,5,564,4576.5830000000005,2,4,5,11,Big Spenders
22051,3,375,54.967000000000006,5,2,2,9,,Lauren,Rogers,1993-04-14 20:09:36,Single,Female,lauren1@adventure-works.com,99000.00000000001,4,4,Partial College,Skilled Manual,N,2023-12-21,1-2 Miles,3,375,54.967000000000006,5,2,2,9,New Customers
22052,2,691,16.478,1,1,1,3,,Zachary,Butler,1998-12-28 04:48:00,Married,Male,zachary13@adventure-works.com,121000.00000000001,2,1,Graduate Degree,Management,Y,2023-02-08,1-2 Miles,2,691,16.478,1,1,1,3,Churned Customer
22053,1,452,10.989,4,1,1,6,,Jaime,Goel,1999-09-10 13:26:24,Single,Male,jaime42@adventure-works.com,132000.0,1,1,Bachelors,Management,N,2023-10-05,0-1 Miles,1,452,10.989,4,1,1,6,Others
22054,3,629,620.147,1,2,3,6,,Russell,Raji,1992-12-16 08:38:24,Single,Male,russell24@adventure-works.com,132000.0,1,1,Bachelors,Management,Y,2023-04-11,2-5 Miles,3,629,620.147,1,2,3,6,At Risk
22055,3,690,26.367000000000004,1,2,1,4,,Hannah,Clark,1998-10-14 23:02:24,Married,Female,hannah17@adventure-works.com,132000.0,1,1,Bachelors,Management,Y,2023-02-09,0-1 Miles,3,690,26.367000000000004,1,2,1,4,At Risk
22056,2,481,38.47800000000001,3,1,1,5,,Alex,Howard,2005-02-14 03:50:24,Married,Male,alex15@adventure-works.com,44000.0,0,0,High School,Skilled Manual,N,2023-09-06,1-2 Miles,2,481,38.47800000000001,3,1,1,5,At Risk
